latency_us
4.744
0.344
0.315
0.256
0.295
0.315
0.374
0.275
0.344
0.345
2.913
0.463
0.305
0.433
0.256
0.335
23.169
21.821
0.345
0.275
0.335
0.492
0.561
0.689
0.275
0.374
0.423
0.522
0.256
25.629
0.433
0.305
0.334
0.394
0.384
0.473
0.413
0.365
0.256
0.216
0.305
0.708
0.551
0.374
0.443
0.443
0.433
0.659
0.266
0.345
0.374
0.345
0.423
0.413
0.295
0.521
0.482
0.285
0.394
0.404
0.522
0.669
0.492
0.63
0.384
0.521
0.492
32.382
0.659
0.424
0.492
0.276
0.758
0.355
3.002
0.463
0.295
0.383
0.443
0.552
0.295
0.551
0.295
0.403
0.482
0.315
0.295
0.423
1.073
0.345
0.689
0.226
0.354
0.344
0.482
0.472
0.493
0.403
0.581
0.286
0.532
0.285
2.943
0.64
0.384
0.984
0.561
0.403
31.407
0.542
0.404
0.335
22.569
0.384
0.305
0.404
0.433
0.522
0.414
0.719
0.423
0.276
0.315
0.394
0.61
0.354
0.443
0.472
0.355
0.394
0.502
1.161
0.482
0.325
0.364
0.738
0.482
25.413
0.335
0.433
0.66
0.404
0.393
0.561
1.023
0.355
1.102
0.65
0.482
0.63
0.807
0.61
0.443
0.866
0.472
0.305
0.364
0.394
0.354
0.522
1.073
0.876
23.671
0.453
0.591
0.344
0.965
0.502
0.364
0.905
0.768
0.394
0.383
0.364
21.309
0.344
0.551
0.61
0.364
0.345
0.502
1.683
0.482
0.413
0.453
0.581
0.403
0.305
0.836
0.63
1.201
0.669
0.64
0.601
0.689
0.502
0.473
0.59
0.551
0.66
1.615
0.797
0.857
0.699
1.536
0.778
0.787
3.671
1.004
0.817
1.388
0.945
0.885
0.915
0.679
0.708
0.738
0.748
0.482
0.679
0.817
0.581
0.847
0.768
1.329
0.512
0.906
0.473
0.709
1.201
0.552
0.817
4.055
1.083
0.964
33.642
0.768
0.807
0.65
0.807
0.876
0.64
0.58
0.679
0.797
0.787
0.581
0.885
0.581
0.856
32.037
0.748
0.778
1.584
3.858
1.053
0.856
0.847
1.053
1.447
0.6
0.689
0.739
1.191
0.807
0.729
1.359
0.649
0.817
2.067
0.443
0.847
0.798
0.532
1.023
11.092
0.571
27.962
0.768
1.004
0.816
1.034
0.719
0.689
0.935
0.462
0.728
0.856
31.289
0.896
0.857
0.64
0.669
0.62
0.994
0.669
0.748
26.309
0.62
0.945
0.462
0.601
0.679
0.905
0.679
0.876
0.66
0.984
0.561
0.689
51.712
1.063
0.778
1.555
0.669
0.62
0.442
0.63
0.669
0.433
0.335
0.512
1.093
24.064
0.639
0.433
0.522
0.63
0.374
0.738
0.345
0.905
0.315
0.964
1.713
0.975
0.945
0.492
0.846
0.522
0.679
0.502
0.905
0.512
0.325
0.492
0.758
0.994
1.565
1.87
0.581
0.64
0.384
0.571
1.024
0.315
0.551
0.512
0.512
0.492
0.777
0.433
0.364
0.63
0.591
0.335
0.355
0.59
0.344
0.345
0.473
5.414
1.259
0.276
0.374
0.63
0.64
0.629
0.483
0.767
30.196
0.58
21.505
1.201
0.768
0.748
0.424
0.866
0.66
0.384
0.482
0.276
0.374
0.837
0.551
2.381
0.669
0.473
0.758
0.511
0.502
0.315
0.364
0.521
0.305
0.561
0.925
0.561
0.984
1.004
1.338
0.876
0.512
0.925
0.777
0.63
1.004
0.433
1.063
0.403
0.798
0.699
0.59
0.679
0.493
0.994
0.521
1.26
1.624
1.102
1.024
1.408
1.171
1.555
0.492
0.601
1.23
1.388
1.594
1.26
0.964
2.716
0.699
1.004
2.509
1.181
0.915
0.798
0.807
0.738
0.571
1.338
5.985
0.708
1.073
0.974
0.768
1.063
2.392
1.113
0.502
1.014
0.522
1.21
3.484
0.975
0.551
0.63
0.522
0.62
1.014
0.778
0.787
0.63
1.643
0.709
0.807
1.89
0.709
1.565
0.768
5.541
1.564
0.738
1.072
0.561
0.866
0.925
1.693
1.241
0.719
0.718
2.057
0.581
0.551
0.64
0.601
1.417
0.728
0.807
0.62
0.62
1.201
0.689
0.66
0.551
1.693
1.191
0.66
0.581
0.729
1.427
0.61
0.827
0.826
3.76
0.837
0.679
0.659
1.259
1.427
1.142
0.512
0.935
0.699
0.798
1.161
1.093
1.23
1.191
1.004
1.536
1.958
1.053
1.978
27.126
1.752
0.985
5.836
2.962
0.679
31.899
1.703
0.896
0.945
2.933
0.699
0.591
1.151
0.551
0.463
1.486
0.827
1.102
0.817
499.346
2.155
1.388
2.195
1.132
1.23
1.486
0.453
1.427
1.043
1.664
1.221
0.374
0.63
1.929
0.758
0.59
0.846
0.699
0.807
0.827
0.521
0.896
0.719
2.156
29.92
26.082
1.162
1.25
29.882
0.433
0.906
0.837
0.601
0.335
1.053
0.462
0.62
0.975
0.984
1.102
0.797
0.876
0.837
0.699
1.112
1.929
1.023
1.674
3.022
0.748
1.673
1.998
1.122
26.526
1.024
0.797
1.141
0.492
0.955
1.417
0.729
1.24
1.132
0.778
2.116
0.453
1.299
0.541
0.916
2.491
1.092
0.61
0.905
1.949
1.259
2.904
0.925
0.994
1.221
0.728
2.273
2.096
1.329
0.984
0.551
2.54
1.28
0.886
0.807
1.279
1.083
0.984
1.22
1.22
1.221
0.571
0.561
0.62
0.709
31.86
0.542
0.718
0.728
0.935
0.984
1.408
0.748
1.191
0.994
2.854
0.551
0.916
0.728
0.847
1.092
1.446
34.685
2.106
0.67
0.984
0.65
25.276
0.886
2.953
0.522
1.644
1.053
0.482
30.561
0.739
1.565
1.408
0.925
0.985
0.62
0.64
0.945
1.181
1.033
1.23
2.028
31.938
1.083
1.191
1.25
0.857
1.762
0.758
0.837
1.506
0.621
0.561
1.575
4.862
0.64
1.466
0.561
0.689
0.335
1.397
1.801
0.787
1.142
0.649
1.269
1.113
0.611
1.339
1.486
0.847
0.975
1.437
33.189
0.561
0.915
1.162
1.181
1.289
0.62
1.269
1.841
0.955
0.837
0.836
2.363
0.758
1.397
0.935
1.408
0.571
1.821
0.748
0.994
1.073
5.847
0.797
1.91
1.024
0.62
1.132
1.359
1.437
0.649
0.502
4.98
0.896
1.092
0.718
0.758
0.916
0.798
0.59
0.551
1.132
1.201
1.633
1.663
0.718
1.979
1.2
0.945
1.152
0.827
1.486
1.21
26.122
1.329
0.856
1.122
1.132
1.634
0.945
0.512
1.762
0.926
1.27
0.925
0.945
0.62
0.945
0.68
0.473
1.132
0.955
1.643
1.457
1.673
1.132
1.063
1.103
0.768
1.171
1.004
0.994
0.906
2.166
1.998
27.077
2.106
0.669
0.896
19.478
0.807
0.954
45.285
1.762
1.801
1.939
1.3
0.551
2.303
1.024
1.674
0.836
1.093
0.876
0.906
2.628
1.23
0.846
1.634
1.752
0.984
1.092
1.27
0.866
0.994
0.876
0.945
0.787
1.211
26.102
1.004
1.034
0.601
2.303
1.26
0.65
0.669
0.561
1.486
37.913
2.421
0.896
0.925
1.486
0.61
1.988
0.935
1.781
1.348
1.496
2.165
3.336
3.809
1.614
1.132
0.975
1.535
0.68
1.142
1.053
1.516
1.279
2.047
0.61
1.063
2.087
1.004
1.319
0.63
0.994
1.191
30
1.683
8.484
1.427
1.201
1.565
1.063
0.847
26.181
1.122
0.591
2.018
2.648
1.624
3.169
1.329
1.083
0.472
0.807
1.221
1.417
1.861
30.423
1.693
1.368
0.906
0.777
0.994
7.569
1.545
0.974
0.777
0.709
0.768
0.895
1.221
1.358
